date;nom_officiel_epci;code_officiel_epci;consommation;operateur;centroid
2018-01;Brest;242900314;238191738;GRTgaz;48.399766488,-4.470570034
2018-01;Tours;243700754;307638836;GRTgaz;47.38424743,0.629245819
2018-01;Saint-Etienne ;244200770;461584352;GRTgaz;45.472913756,4.418311566
2018-01;Orléans ;244500468;296039086;GRTgaz;47.89783828,1.9293242830000001
2018-02;Brest;242900314;247226661;GRTgaz;48.399766488,-4.470570034
2018-02;Montpellier;243400017;274728063;GRTgaz;43.615713457,3.863300356
2018-03;Rouen;200023414;904480872;GRTgaz;49.413131944,1.027548527
2018-03;Marseille;200054807;3204656057;GRTgaz;43.493308185,5.344536034
2018-03;Orléans;244500468;277554516;GRTgaz;47.89783828,1.9293242830000001
2018-03;Grand Nancy;245400676;362048708;GRTgaz;48.673467213,6.193510864
2018-04; Lyon;200046977;662167930;GRTgaz;45.763270618,4.853886453
2018-04;Marseille;200054807;1567825924;GRTgaz;43.493308185,5.344536034
2018-04;Rennes;243500139;173126677;GRTgaz;48.108214364,-1.711435099
2018-04;Clermont Auvergne;246300701;129428691;GRTgaz;45.771532407,3.090485542
2018-05;Nice;200030195;75557494;GRTgaz;44.021281136,7.154480276
2018-05; Lyon;200046977;508479168;GRTgaz;45.763270618,4.853886453
2018-05;Marseille;200054807;1153272311;GRTgaz;43.493308185,5.344536034
2018-05;Dijon;242100410;55508171;GRTgaz;47.306577753,5.040958764
2018-05;Tours;243700754;62662357;GRTgaz;47.38424743,0.629245819
2018-05;Orléans;244500468;83840665;GRTgaz;47.89783828,1.9293242830000001
2018-06;Dijon;242100410;30885829;GRTgaz;47.306577753,5.040958764
2018-06;Rennes;243500139;61275358;GRTgaz;48.108214364,-1.711435099
2018-06;Clermont Auvergne;246300701;52830694;GRTgaz;45.771532407,3.090485542
2018-07;Grenoble;200040715;100596194;GRTgaz;45.141957344,5.718258638
2018-07; Lyon;200046977;362035979;GRTgaz;45.763270618,4.853886453
2018-08;Rouen;200023414;401270840;GRTgaz;49.413131944,1.027548527
2018-09;Rennes;243500139;70016205;GRTgaz;48.108214364,-1.711435099
2018-09;Orléans;244500468;63937566;GRTgaz;47.89783828,1.9293242830000001
2018-10;Metz;200039865;113978612;GRTgaz;49.100843858,6.148999731
2018-10;Brest;242900314;79004364;GRTgaz;48.399766488,-4.470570034
2018-10;Nantes;244400404;219125695;GRTgaz;47.224910325,-1.593721407
2018-11;Rennes;243500139;347664443;GRTgaz;48.108214364,-1.711435099
2018-11;Tours;243700754;263280912;GRTgaz;47.38424743,0.629245819
2018-11;Lille;200093201;1143975449;GRTgaz;50.643899239,3.033354341
2018-12; Lyon;200046977;1515529158;GRTgaz;45.763270618,4.853886453
2018-12;Grand Paris;200054781;5924302050;GRTgaz;48.843924589,2.3981689040000003
2018-12;Dijon;242100410;298588347;GRTgaz;47.306577753,5.040958764
2018-12;Rennes;243500139;382614591;GRTgaz;48.108214364,-1.711435099
2018-12;Lille;200093201;1336310102;GRTgaz;50.643899239,3.033354341
2018-12;Euro Strasbourg;246700488;570066278;GRTgaz;48.572480043,7.717683131
2018-12;Toulon;248300543;165806518;GRTgaz;43.120017199,6.040528518
2019-01;Rouen;200023414;1062837378;GRTgaz;49.413131944,1.027548527
2019-01;Grenoble;200040715;549839973;GRTgaz;45.141957344,5.718258638
2019-01;Marseille;200054807;4594417023;GRTgaz;43.493308185,5.344536034
2019-01;Dijon;242100410;360104052;GRTgaz;47.306577753,5.040958764
2019-01;Rennes;243500139;477014126;GRTgaz;48.108214364,-1.711435099
2019-01;Tours;243700754;353246144;GRTgaz;47.38424743,0.629245819
2019-02;Rouen;200023414;868901755;GRTgaz;49.413131944,1.027548527
2019-02;Metz;200039865;257249892;GRTgaz;49.100843858,6.148999731
2019-02; Lyon;200046977;1427703231;GRTgaz;45.763270618,4.853886453
2019-03; Lyon;200046977;1208758313;GRTgaz;45.763270618,4.853886453
2019-03;Grand Paris;200054781;4544834592;GRTgaz;48.843924589,2.3981689040000003
2019-03;Tours;243700754;214255887;GRTgaz;47.38424743,0.629245819
2019-03;Clermont Auvergne;246300701;233181378;GRTgaz;45.771532407,3.090485542
2019-04;Grenoble;200040715;200173448;GRTgaz;45.141957344,5.718258638
2019-04;Dijon;242100410;126443347;GRTgaz;47.306577753,5.040958764
2019-04;Rennes;243500139;207077070;GRTgaz;48.108214364,-1.711435099
2019-05;Grand Paris;200054781;2184038168;GRTgaz;48.843924589,2.3981689040000003
2019-05;Marseille;200054807;2519870364;GRTgaz;43.493308185,5.344536034
2019-06;Grenoble;200040715;134635553;GRTgaz;45.141957344,5.718258638
2019-06;Marseille;200054807;2048200543;GRTgaz;43.493308185,5.344536034
2019-06;Brest;242900314;63985050;GRTgaz;48.399766488,-4.470570034
2019-06;Montpellier;243400017;34488840;GRTgaz;43.615713457,3.863300356
2019-06;Tours;243700754;38501851;GRTgaz;47.38424743,0.629245819
2019-07;Metz;200039865;25238520;GRTgaz;49.100843858,6.148999731
2019-07; Lyon;200046977;375643000;GRTgaz;45.763270618,4.853886453
2019-07;Marseille;200054807;2481027964;GRTgaz;43.493308185,5.344536034
2019-07;Lille;200093201;232365603;GRTgaz;50.643899239,3.033354341
2019-07;Toulon;248300543;23502876;GRTgaz;43.120017199,6.040528518
2019-08;Brest;242900314;53084980;GRTgaz;48.399766488,-4.470570034
2019-08;Montpellier;243400017;29006887;GRTgaz;43.615713457,3.863300356
2019-09;Metz;200039865;43003058;GRTgaz;49.100843858,6.148999731
2019-09;Grand Nancy;245400676;227491055;GRTgaz;48.673467213,6.193510864
2019-10;Rouen;200023414;358600779;GRTgaz;49.413131944,1.027548527
2019-10;Metz;200039865;109315520;GRTgaz;49.100843858,6.148999731
2019-10;Marseille;200054807;2610527634;GRTgaz;43.493308185,5.344536034
2019-10;Saint-Etienne;244200770;193487829;GRTgaz;45.472913756,4.418311566
2019-10;Orléans;244500468;117700826;GRTgaz;47.89783828,1.9293242830000001
2019-10;Euro Strasbourg;246700488;294702645;GRTgaz;48.572480043,7.717683131
2019-11;Dijon;242100410;253643535;GRTgaz;47.306577753,5.040958764
2019-11;Rennes;243500139;348485521;GRTgaz;48.108214364,-1.711435099
2019-11;Orléans;244500468;222949136;GRTgaz;47.89783828,1.9293242830000001
2019-12; Lyon;200046977;1475646304;GRTgaz;45.763270618,4.853886453
2019-12;Rennes;243500139;409071088;GRTgaz;48.108214364,-1.711435099
2019-12;Tours;243700754;289472451;GRTgaz;47.38424743,0.629245819
2019-12;Saint-Etienne;244200770;445669410;GRTgaz;45.472913756,4.418311566
2020-01;Rouen;200023414;989266229;GRTgaz;49.413131944,1.027548527
2020-01;Nice;200030195;287437886;GRTgaz;44.021281136,7.154480276
2020-01;Metz;200039865;309508283;GRTgaz;49.100843858,6.148999731
2020-01;Tours;243700754;303236792;GRTgaz;47.38424743,0.629245819
2020-01;Orléans;244500468;301994778;GRTgaz;47.89783828,1.9293242830000001
2020-01;Grand Nancy;245400676;466462648;GRTgaz;48.673467213,6.193510864
2020-01;Euro Strasbourg;246700488;586462481;GRTgaz;48.572480043,7.717683131
2020-02;Grenoble;200040715;357426512;GRTgaz;45.141957344,5.718258638
2020-02; Lyon;200046977;1274005040;GRTgaz;45.763270618,4.853886453
2020-02;Grand Paris;200054781;4982134502;GRTgaz;48.843924589,2.3981689040000003
2020-02;Saint-Etienne;244200770;394060264;GRTgaz;45.472913756,4.418311566
2020-02;Lille;200093201;1164798491;GRTgaz;50.643899239,3.033354341
2020-03;Tours;243700754;224691796;GRTgaz;47.38424743,0.629245819
2020-03;Nantes;244400404;490178750;GRTgaz;47.224910325,-1.593721407
2020-03;Grand Nancy;245400676;403353383;GRTgaz;48.673467213,6.193510864
2020-03;Lille;200093201;1103660099;GRTgaz;50.643899239,3.033354341
2020-04;Metz;200039865;76311250;GRTgaz;49.100843858,6.148999731
2020-04;Grenoble;200040715;170508211;GRTgaz;45.141957344,5.718258638
2020-04;Marseille;200054807;1711555286;GRTgaz;43.493308185,5.344536034
2020-04;Rennes;243500139;113477071;GRTgaz;48.108214364,-1.711435099
2020-04;Tours;243700754;79653249;GRTgaz;47.38424743,0.629245819
2020-04;Saint-Etienne;244200770;175288802;GRTgaz;45.472913756,4.418311566
2020-04;Grand Nancy;245400676;153023178;GRTgaz;48.673467213,6.193510864
2020-05;Rouen;200023414;498730419;GRTgaz;49.413131944,1.027548527
2020-05;Marseille;200054807;1910653831;GRTgaz;43.493308185,5.344536034
2020-05;Dijon;242100410;58098144;GRTgaz;47.306577753,5.040958764
2020-06;Grenoble;200040715;107523393;GRTgaz;45.141957344,5.718258638
2020-06;Tours;243700754;38059181;GRTgaz;47.38424743,0.629245819
2020-06;Saint-Etienne;244200770;114713339;GRTgaz;45.472913756,4.418311566
2020-06;Nantes;244400404;118259865;GRTgaz;47.224910325,-1.593721407
2020-06;Clermont Auvergne;246300701;56617569;GRTgaz;45.771532407,3.090485542
2020-06;Toulon;248300543;28684523;GRTgaz;43.120017199,6.040528518
2020-07;Nice;200030195;48286432;GRTgaz;44.021281136,7.154480276
2020-07;Grand Paris;200054781;755818810;GRTgaz;48.843924589,2.3981689040000003
2020-07;Marseille;200054807;2662214088;GRTgaz;43.493308185,5.344536034
2020-07;Dijon;242100410;27016448;GRTgaz;47.306577753,5.040958764
2020-07;Brest;242900314;60766513;GRTgaz;48.399766488,-4.470570034
2020-07;Montpellier;243400017;29533979;GRTgaz;43.615713457,3.863300356
2020-08;Grand Paris;200054781;612426879;GRTgaz;48.843924589,2.3981689040000003
2020-08;Brest;242900314;49402176;GRTgaz;48.399766488,-4.470570034
2020-08;Rennes;243500139;48753376;GRTgaz;48.108214364,-1.711435099
2020-08;Lille;200093201;190400105;GRTgaz;50.643899239,3.033354341
2020-08;Clermont Auvergne;246300701;39935291;GRTgaz;45.771532407,3.090485542
2020-08;Euro Strasbourg;246700488;106501552;GRTgaz;48.572480043,7.717683131
2020-09;Metz;200039865;47463990;GRTgaz;49.100843858,6.148999731
2020-09;Nantes;244400404;125231431;GRTgaz;47.224910325,-1.593721407
2020-09;Orléans;244500468;72730024;GRTgaz;47.89783828,1.9293242830000001
2020-09;Grand Nancy;245400676;132263991;GRTgaz;48.673467213,6.193510864
2020-09;Toulon;248300543;28342282;GRTgaz;43.120017199,6.040528518
2020-10;Grenoble;200040715;243747995;GRTgaz;45.141957344,5.718258638
2020-10;Tours;243700754;128297652;GRTgaz;47.38424743,0.629245819
2020-11;Rouen;200023414;785538223;GRTgaz;49.413131944,1.027548527
2020-11;Grand Paris;200054781;4251767116;GRTgaz;48.843924589,2.3981689040000003
2020-11;Brest;242900314;159906270;GRTgaz;48.399766488,-4.470570034
2020-11;Tours;243700754;200186555;GRTgaz;47.38424743,0.629245819
2020-11;Saint-Etienne;244200770;365726277;GRTgaz;45.472913756,4.418311566
2020-11;Grand Nancy;245400676;330610707;GRTgaz;48.673467213,6.193510864
2020-12;Marseille;200054807;3784616322;GRTgaz;43.493308185,5.344536034
2020-12;Saint-Etienne;244200770;481814153;GRTgaz;45.472913756,4.418311566
2021-01;Grand Paris;200054781;7124860081;GRTgaz;48.843924589,2.3981689040000003
2021-01;Marseille;200054807;4144585348;GRTgaz;43.493308185,5.344536034
2021-01;Dijon;242100410;335161057;GRTgaz;47.306577753,5.040958764
2021-01;Grand Nancy;245400676;536621824;GRTgaz;48.673467213,6.193510864
2021-03;Marseille;200054807;3343942331;GRTgaz;43.493308185,5.344536034
2021-03;Dijon;242100410;239815347;GRTgaz;47.306577753,5.040958764
2021-03;Brest;242900314;225785156;GRTgaz;48.399766488,-4.470570034
2021-03;Tours;243700754;218788037;GRTgaz;47.38424743,0.629245819
2021-03;Grand Nancy;245400676;393402098;GRTgaz;48.673467213,6.193510864
2021-03;Euro Strasbourg;246700488;478412116;GRTgaz;48.572480043,7.717683131
2021-04;Rouen;200023414;409247231;GRTgaz;49.413131944,1.027548527
2021-04;Metz;200039865;159450776;GRTgaz;49.100843858,6.148999731
2021-04; Lyon;200046977;865929955;GRTgaz;45.763270618,4.853886453
2021-04;Marseille;200054807;2870285508;GRTgaz;43.493308185,5.344536034
2021-04;Nantes;244400404;292681089;GRTgaz;47.224910325,-1.593721407
2021-04;Clermont Auvergne;246300701;179015225;GRTgaz;45.771532407,3.090485542
2021-05;Metz;200039865;103740368;GRTgaz;49.100843858,6.148999731
2021-05;Grenoble;200040715;181690298;GRTgaz;45.141957344,5.718258638
2021-05; Lyon;200046977;659235896;GRTgaz;45.763270618,4.853886453
2021-05;Montpellier;243400017;62347071;GRTgaz;43.615713457,3.863300356
2021-06;Rouen;200023414;189790044;GRTgaz;49.413131944,1.027548527
2021-06;Nice;200030195;49603424;GRTgaz;44.021281136,7.154480276
2021-06;Metz;200039865;27962421;GRTgaz;49.100843858,6.148999731
2021-06;Rennes;243500139;63696538;GRTgaz;48.108214364,-1.711435099
2021-06;Orléans;244500468;59145483;GRTgaz;47.89783828,1.9293242830000001
2021-07;Rouen;200023414;147382434;GRTgaz;49.413131944,1.027548527
2021-07;Marseille;200054807;1546801240;GRTgaz;43.493308185,5.344536034
2021-07;Brest;242900314;55839491;GRTgaz;48.399766488,-4.470570034
2021-07;Lille;200093201;220198656;GRTgaz;50.643899239,3.033354341
2021-07;Euro Strasbourg;246700488;125554323;GRTgaz;48.572480043,7.717683131
2021-08;Grand Paris;200054781;683761666;GRTgaz;48.843924589,2.3981689040000003
2021-08;Orléans;244500468;58108280;GRTgaz;47.89783828,1.9293242830000001
2021-08;Lille;200093201;207736339;GRTgaz;50.643899239,3.033354341
2021-08;Toulon;248300543;23516509;GRTgaz;43.120017199,6.040528518
2021-09;Tours;243700754;36738001;GRTgaz;47.38424743,0.629245819
2021-09;Orléans;244500468;64181606;GRTgaz;47.89783828,1.9293242830000001
2021-09;Grand Nancy;245400676;53606409;GRTgaz;48.673467213,6.193510864
2021-10;Rouen;200023414;290788186;GRTgaz;49.413131944,1.027548527
2021-10;Nice;200030195;81131056;GRTgaz;44.021281136,7.154480276
2021-10;Toulon;248300543;45090834;GRTgaz;43.120017199,6.040528518
2021-11;Brest;242900314;160308835;GRTgaz;48.399766488,-4.470570034
2021-11;Rennes;243500139;344801593;GRTgaz;48.108214364,-1.711435099
2021-11;Toulon;248300543;123824387;GRTgaz;43.120017199,6.040528518
2021-12; Lyon;200046977;1552370611;GRTgaz;45.763270618,4.853886453
2021-12;Brest;242900314;249206179;GRTgaz;48.399766488,-4.470570034
2021-12;Montpellier;243400017;237854174;GRTgaz;43.615713457,3.863300356
2021-12;Clermont Auvergne;246300701;339403290;GRTgaz;45.771532407,3.090485542
2022-01;Nice;200030195;301211237;GRTgaz;44.021281136,7.154480276
2022-01;Metz;200039865;337489436;GRTgaz;49.100843858,6.148999731
2022-01;Grand Paris;200054781;6741165832;GRTgaz;48.843924589,2.3981689040000003
2022-01;Dijon;242100410;338478238;GRTgaz;47.306577753,5.040958764
2022-01;Montpellier;243400017;264943461;GRTgaz;43.615713457,3.863300356
2022-01;Lille;200093201;1352714352;GRTgaz;50.643899239,3.033354341
2022-01;Toulon;248300543;195866246;GRTgaz;43.120017199,6.040528518
2022-02;Nice;200030195;232524482;GRTgaz;44.021281136,7.154480276
2022-02;Saint-Etienne;244200770;413702178;GRTgaz;45.472913756,4.418311566
2022-02;Grand Nancy;245400676;374504966;GRTgaz;48.673467213,6.193510864
2022-02;Toulon;248300543;139497287;GRTgaz;43.120017199,6.040528518
2019-07;Bordeaux;243300316;110158795;Terega;44.877773862,-0.6387755780000001
2018-02;Bordeaux;243300316;807368246;Terega;44.877773862,-0.6387755780000001
2018-02;Toulouse;243100518;676103139;Terega;43.627388307,1.413319261
2021-01;Toulouse;243100518;725909847;Terega;43.627388307,1.413319261
2021-04;Bordeaux;243300316;299962107;Terega;44.877773862,-0.6387755780000001
2021-06;Bordeaux;243300316;115430927;Terega;44.877773862,-0.6387755780000001
2020-01;Toulouse;243100518;594181548;Terega;43.627388307,1.413319261
2020-01;Bordeaux;243300316;727904225;Terega;44.877773862,-0.6387755780000001
2020-07;Bordeaux;243300316;132216379;Terega;44.877773862,-0.6387755780000001
2020-11;Toulouse;243100518;352085961;Terega;43.627388307,1.413319261
2021-03;Bordeaux;243300316;508841715;Terega;44.877773862,-0.6387755780000001
2020-04;Toulouse;243100518;191126288;Terega;43.627388307,1.413319261
2020-08;Bordeaux;243300316;96795162;Terega;44.877773862,-0.6387755780000001
2021-03;Toulouse;243100518;429872832;Terega;43.627388307,1.413319261
2018-11;Toulouse;243100518;431613132;Terega;43.627388307,1.413319261
2020-10;Toulouse;243100518;287324890;Terega;43.627388307,1.413319261
2018-09;Bordeaux;243300316;116627095;Terega;44.877773862,-0.6387755780000001
2020-02;Rouen;200023414;833045803;GRTgaz;49.413131944,1.027548527
2020-02;Nantes;244400404;522828599;GRTgaz;47.224910325,-1.593721407
2020-02;Clermont Auvergne;246300701;240897352;GRTgaz;45.771532407,3.090485542
2020-03;Rouen;200023414;687662927;GRTgaz;49.413131944,1.027548527
2020-03; Lyon;200046977;1050854699;GRTgaz;45.763270618,4.853886453
2020-03;Clermont Auvergne;246300701;235411290;GRTgaz;45.771532407,3.090485542
2020-04;Nice;200030195;135636582;GRTgaz;44.021281136,7.154480276
2020-04; Lyon;200046977;539505376;GRTgaz;45.763270618,4.853886453
2020-04;Grand Paris;200054781;1870211114;GRTgaz;48.843924589,2.3981689040000003
2020-04;Montpellier;243400017;85302218;GRTgaz;43.615713457,3.863300356
2020-05;Metz;200039865;60871140;GRTgaz;49.100843858,6.148999731
2020-05; Lyon;200046977;420344490;GRTgaz;45.763270618,4.853886453
2020-05;Grand Paris;200054781;1474919019;GRTgaz;48.843924589,2.3981689040000003
2020-05;Rennes;243500139;81079745;GRTgaz;48.108214364,-1.711435099
2020-05;Saint-Etienne;244200770;142292865;GRTgaz;45.472913756,4.418311566
2020-05;Clermont Auvergne;246300701;77368280;GRTgaz;45.771532407,3.090485542
2020-06;Rouen;200023414;479164709;GRTgaz;49.413131944,1.027548527
2020-06;Metz;200039865;34474608;GRTgaz;49.100843858,6.148999731
2020-06;Marseille;200054807;2502061058;GRTgaz;43.493308185,5.344536034
2020-06;Grand Nancy;245400676;93951353;GRTgaz;48.673467213,6.193510864
2020-06;Euro Strasbourg;246700488;138422340;GRTgaz;48.572480043,7.717683131
2020-07;Nantes;244400404;105568164;GRTgaz;47.224910325,-1.593721407
2020-07;Toulon;248300543;25111471;GRTgaz;43.120017199,6.040528518
2020-08;Metz;200039865;22363428;GRTgaz;49.100843858,6.148999731
2020-08; Lyon;200046977;332981356;GRTgaz;45.763270618,4.853886453
2020-08;Saint-Etienne;244200770;66177208;GRTgaz;45.472913756,4.418311566
2020-09;Rouen;200023414;264623186;GRTgaz;49.413131944,1.027548527
2020-09;Marseille;200054807;2298885252;GRTgaz;43.493308185,5.344536034
2020-09;Montpellier;243400017;37512808;GRTgaz;43.615713457,3.863300356
2020-09;Tours;243700754;40252688;GRTgaz;47.38424743,0.629245819
2020-09;Clermont Auvergne;246300701;61662540;GRTgaz;45.771532407,3.090485542
2020-10;Nice;200030195;118283188;GRTgaz;44.021281136,7.154480276
2020-10; Lyon;200046977;868072329;GRTgaz;45.763270618,4.853886453
2020-10;Nantes;244400404;265049580;GRTgaz;47.224910325,-1.593721407
2020-10;Grand Nancy;245400676;249995987;GRTgaz;48.673467213,6.193510864
2020-10;Euro Strasbourg;246700488;318304746;GRTgaz;48.572480043,7.717683131
2020-11;Metz;200039865;214158793;GRTgaz;49.100843858,6.148999731
2020-11;Grenoble;200040715;340037157;GRTgaz;45.141957344,5.718258638
2020-11; Lyon;200046977;1182874764;GRTgaz;45.763270618,4.853886453
2020-11;Nantes;244400404;436349299;GRTgaz;47.224910325,-1.593721407
2020-12;Grand Paris;200054781;6065329910;GRTgaz;48.843924589,2.3981689040000003
2020-12;Rennes;243500139;406868030;GRTgaz;48.108214364,-1.711435099
2020-12;Tours;243700754;265293740;GRTgaz;47.38424743,0.629245819
2021-01;Nice;200030195;336058556;GRTgaz;44.021281136,7.154480276
2021-01;Metz;200039865;372569853;GRTgaz;49.100843858,6.148999731
2021-01;Orléans;244500468;344363954;GRTgaz;47.89783828,1.9293242830000001
2021-01;Clermont Auvergne;246300701;375108973;GRTgaz;45.771532407,3.090485542
2021-02;Nice;200030195;233899810;GRTgaz;44.021281136,7.154480276
2021-02;Metz;200039865;268117090;GRTgaz;49.100843858,6.148999731
2021-02;Montpellier;243400017;187693617;GRTgaz;43.615713457,3.863300356
2021-02;Tours;243700754;257517673;GRTgaz;47.38424743,0.629245819
2021-02;Lille;200093201;1223351647;GRTgaz;50.643899239,3.033354341
2021-02;Toulon;248300543;141919907;GRTgaz;43.120017199,6.040528518
2021-03;Grenoble;200040715;339325921;GRTgaz;45.141957344,5.718258638
2021-03; Lyon;200046977;1252758199;GRTgaz;45.763270618,4.853886453
2021-03;Grand Paris;200054781;5085806773;GRTgaz;48.843924589,2.3981689040000003
2021-03;Montpellier;243400017;172608378;GRTgaz;43.615713457,3.863300356
2021-03;Saint-Etienne;244200770;427083873;GRTgaz;45.472913756,4.418311566
2021-04;Nice;200030195;172462926;GRTgaz;44.021281136,7.154480276
2021-04;Grenoble;200040715;227470333;GRTgaz;45.141957344,5.718258638
2021-04;Grand Paris;200054781;3728581294;GRTgaz;48.843924589,2.3981689040000003
2021-04;Brest;242900314;122261806;GRTgaz;48.399766488,-4.470570034
2021-04;Montpellier;243400017;115060256;GRTgaz;43.615713457,3.863300356
2021-04;Euro Strasbourg;246700488;340409932;GRTgaz;48.572480043,7.717683131
2021-05;Nice;200030195;82282787;GRTgaz;44.021281136,7.154480276
2021-05;Dijon;242100410;109037386;GRTgaz;47.306577753,5.040958764
2021-05;Clermont Auvergne;246300701;122987880;GRTgaz;45.771532407,3.090485542
2021-06;Grand Paris;200054781;823500408;GRTgaz;48.843924589,2.3981689040000003
2021-06;Brest;242900314;62528974;GRTgaz;48.399766488,-4.470570034
2021-06;Nantes;244400404;116182043;GRTgaz;47.224910325,-1.593721407
2021-06;Grand Nancy;245400676;50286989;GRTgaz;48.673467213,6.193510864
2021-07;Nice;200030195;45800237;GRTgaz;44.021281136,7.154480276
2021-07;Dijon;242100410;28159202;GRTgaz;47.306577753,5.040958764
2021-07;Toulon;248300543;25665306;GRTgaz;43.120017199,6.040528518
2021-08;Rouen;200023414;119267397;GRTgaz;49.413131944,1.027548527
2021-08;Nice;200030195;42760393;GRTgaz;44.021281136,7.154480276
2021-08;Grenoble;200040715;113394792;GRTgaz;45.141957344,5.718258638
2021-08; Lyon;200046977;337937250;GRTgaz;45.763270618,4.853886453
2021-08;Marseille;200054807;1245179473;GRTgaz;43.493308185,5.344536034
2021-08;Tours;243700754;27285418;GRTgaz;47.38424743,0.629245819
2021-08;Saint-Etienne;244200770;75876505;GRTgaz;45.472913756,4.418311566
2021-09;Rouen;200023414;126005091;GRTgaz;49.413131944,1.027548527
2021-09;Nice;200030195;47977153;GRTgaz;44.021281136,7.154480276
2021-09;Grenoble;200040715;138275054;GRTgaz;45.141957344,5.718258638
2021-09;Dijon;242100410;35251320;GRTgaz;47.306577753,5.040958764
2021-09;Saint-Etienne;244200770;120107659;GRTgaz;45.472913756,4.418311566
2021-09;Lille;200093201;245176750;GRTgaz;50.643899239,3.033354341
2021-09;Clermont Auvergne;246300701;53311002;GRTgaz;45.771532407,3.090485542
2021-09;Euro Strasbourg;246700488;141174086;GRTgaz;48.572480043,7.717683131
2021-09;Toulon;248300543;26322572;GRTgaz;43.120017199,6.040528518
2021-10; Lyon;200046977;782410951;GRTgaz;45.763270618,4.853886453
2021-11;Grand Paris;200054781;5491747498;GRTgaz;48.843924589,2.3981689040000003
2021-11;Marseille;200054807;3222965668;GRTgaz;43.493308185,5.344536034
2021-11;Dijon;242100410;259721916;GRTgaz;47.306577753,5.040958764
2021-11;Saint-Etienne;244200770;437539200;GRTgaz;45.472913756,4.418311566
2021-11;Nantes;244400404;540143286;GRTgaz;47.224910325,-1.593721407
2021-11;Orléans;244500468;252550126;GRTgaz;47.89783828,1.9293242830000001
2021-11;Grand Nancy;245400676;343211520;GRTgaz;48.673467213,6.193510864
2021-11;Clermont Auvergne;246300701;275890689;GRTgaz;45.771532407,3.090485542
2021-11;Euro Strasbourg;246700488;546061546;GRTgaz;48.572480043,7.717683131
2021-12;Grenoble;200040715;481210918;GRTgaz;45.141957344,5.718258638
2021-12;Marseille;200054807;3304210280;GRTgaz;43.493308185,5.344536034
2021-12;Grand Nancy;245400676;401579040;GRTgaz;48.673467213,6.193510864
2022-01;Grenoble;200040715;493557400;GRTgaz;45.141957344,5.718258638
2022-01;Brest;242900314;248739431;GRTgaz;48.399766488,-4.470570034
2022-01;Saint-Etienne;244200770;562802562;GRTgaz;45.472913756,4.418311566
2022-01;Clermont Auvergne;246300701;367011760;GRTgaz;45.771532407,3.090485542
2022-02;Grenoble;200040715;340569380;GRTgaz;45.141957344,5.718258638
2022-02;Dijon;242100410;242305344;GRTgaz;47.306577753,5.040958764
2022-02;Brest;242900314;209499820;GRTgaz;48.399766488,-4.470570034
2022-02;Euro Strasbourg;246700488;483307089;GRTgaz;48.572480043,7.717683131
2019-11;Toulouse;243100518;480211811;Terega;43.627388307,1.413319261
2019-07;Toulouse;243100518;79085678;Terega;43.627388307,1.413319261
2018-01;Bordeaux;243300316;688655095;Terega;44.877773862,-0.6387755780000001
2020-12;Bordeaux;243300316;678928886;Terega;44.877773862,-0.6387755780000001
2019-01;Toulouse;243100518;769117578;Terega;43.627388307,1.413319261
2021-04;Toulouse;243100518;292608303;Terega;43.627388307,1.413319261
2020-10;Bordeaux;243300316;332122521;Terega;44.877773862,-0.6387755780000001
2019-12;Toulouse;243100518;520353284;Terega;43.627388307,1.413319261
2019-05;Bordeaux;243300316;236411556;Terega;44.877773862,-0.6387755780000001
2020-06;Toulouse;243100518;98298906;Terega;43.627388307,1.413319261
2020-12;Toulouse;243100518;592688401;Terega;43.627388307,1.413319261
2021-05;Bordeaux;243300316;231185360;Terega;44.877773862,-0.6387755780000001
2021-08;Toulouse;243100518;60460170;Terega;43.627388307,1.413319261
2018-07;Bordeaux;243300316;109548830;Terega;44.877773862,-0.6387755780000001
2019-02;Bordeaux;243300316;582251192;Terega;44.877773862,-0.6387755780000001
2018-05;Bordeaux;243300316;204500493;Terega;44.877773862,-0.6387755780000001
2018-07;Toulouse;243100518;79954443;Terega;43.627388307,1.413319261
2021-05;Toulouse;243100518;194678621;Terega;43.627388307,1.413319261
2020-05;Toulouse;243100518;118239953;Terega;43.627388307,1.413319261
2019-11;Bordeaux;243300316;597348657;Terega;44.877773862,-0.6387755780000001
2018-01;Rouen;200023414;898197642;GRTgaz;49.413131944,1.027548527
2018-01;Nice;200030195;275990633;GRTgaz;44.021281136,7.154480276
2018-01;Metz;200039865;275293811;GRTgaz;49.100843858,6.148999731
2018-01;Grand Paris;200054781;5832562716;GRTgaz;48.843924589,2.3981689040000003
2018-01;Dijon;242100410;292087406;GRTgaz;47.306577753,5.040958764
2018-01;Rennes;243500139;391230878;GRTgaz;48.108214364,-1.711435099
2018-02;Metz;200039865;365095904;GRTgaz;49.100843858,6.148999731
2018-02;Grand Paris;200054781;7243783721;GRTgaz;48.843924589,2.3981689040000003
2018-02;Marseille;200054807;3889322587;GRTgaz;43.493308185,5.344536034
2018-02;Dijon;242100410;341383392;GRTgaz;47.306577753,5.040958764
2018-02;Rennes;243500139;459957848;GRTgaz;48.108214364,-1.711435099
2018-02;Saint-Etienne;244200770;567560429;GRTgaz;45.472913756,4.418311566
2018-02;Clermont Auvergne;246300701;374153128;GRTgaz;45.771532407,3.090485542
2018-03;Brest;242900314;256908883;GRTgaz;48.399766488,-4.470570034
